problem,dim,particles,c1,c2,generations,best_fitness,runtime_ms
7,10,200,0.8,1.2,1000,9.42536,340.169
7,10,200,0.8,1.2,1000,9.49861,346.396
7,10,200,0.8,1.2,1000,10.1968,337.526
7,10,200,0.8,1.2,1000,10.0384,343.408
7,10,200,0.8,1.2,1000,10.1335,335.346
7,10,200,0.8,1.2,1000,9.46352,341.995
7,10,200,0.8,1.2,1000,9.57697,343.207
7,10,200,0.8,1.2,1000,10.2209,333.999
7,10,200,0.8,1.2,1000,9.50489,365.612
7,10,200,0.8,1.2,1000,9.53478,350.83
7,10,200,0.8,1.2,1000,10.7568,339.214
7,10,200,0.8,1.2,1000,9.96679,347.129
7,10,200,0.8,1.2,1000,9.38918,352.887
7,10,200,0.8,1.2,1000,11.6013,331.29
7,10,200,0.8,1.2,1000,9.56538,348.514
7,10,200,0.8,1.2,1000,9.78019,337.035
7,10,200,0.8,1.2,1000,9.91958,339.583
7,10,200,0.8,1.2,1000,9.34376,341.222
7,10,200,0.8,1.2,1000,10.8875,335.731
7,10,200,0.8,1.2,1000,9.39179,342.067
7,10,200,0.8,1.2,1000,9.91361,347.034
8,10,200,0.8,1.2,1000,-18.039,138.69
8,10,200,0.8,1.2,1000,-23.6386,138.234
8,10,200,0.8,1.2,1000,-15.5734,144.804
8,10,200,0.8,1.2,1000,-22.0233,151.728
8,10,200,0.8,1.2,1000,-22.5603,139.176
8,10,200,0.8,1.2,1000,-23.0816,140.315
8,10,200,0.8,1.2,1000,-14.8328,144.124
8,10,200,0.8,1.2,1000,-22.9958,138.154
8,10,200,0.8,1.2,1000,-21.2641,141.899
8,10,200,0.8,1.2,1000,-18.422,138.265
8,10,200,0.8,1.2,1000,-24.0695,138.675
8,10,200,0.8,1.2,1000,-14.8135,139.672
8,10,200,0.8,1.2,1000,-16.5904,140.034
8,10,200,0.8,1.2,1000,-23.4946,139.819
8,10,200,0.8,1.2,1000,-20.7197,142.186
8,10,200,0.8,1.2,1000,-21.6761,137.452
8,10,200,0.8,1.2,1000,-21.5169,139.165
8,10,200,0.8,1.2,1000,-15.669,140.631
8,10,200,0.8,1.2,1000,-20.235,139.822
8,10,200,0.8,1.2,1000,-18.5938,138.871
8,10,200,0.8,1.2,1000,-23.3056,139.151
8,10,200,0.8,1.2,1000,-19.437,138.518
8,10,200,0.8,1.2,1000,-14.9989,139.764
8,10,200,0.8,1.2,1000,-26.1151,172.217
8,10,200,0.8,1.2,1000,-21.3489,140.825
8,10,200,0.8,1.2,1000,-19.3791,140.938
8,10,200,0.8,1.2,1000,-24.9953,139.17
8,10,200,0.8,1.2,1000,-19.928,171.218
8,10,200,0.8,1.2,1000,-24.3578,144.036
8,10,200,0.8,1.2,1000,-19.5375,147.725
9,10,200,0.8,1.2,1000,10.8377,310.438
9,10,200,0.8,1.2,1000,12.3027,308.435
9,10,200,0.8,1.2,1000,7.27654,325.564
9,10,200,0.8,1.2,1000,10.7143,305.805
9,10,200,0.8,1.2,1000,12.2745,306.825
9,10,200,0.8,1.2,1000,10.1451,306.347
9,10,200,0.8,1.2,1000,10.3544,305.59
9,10,200,0.8,1.2,1000,13.642,310.08
9,10,200,0.8,1.2,1000,9.8218,322.407
9,10,200,0.8,1.2,1000,12.4144,314.349
9,10,200,0.8,1.2,1000,5.15138,317.471
9,10,200,0.8,1.2,1000,17.2173,308.983
9,10,200,0.8,1.2,1000,9.77858,305.552
9,10,200,0.8,1.2,1000,9.74132,306.19
9,10,200,0.8,1.2,1000,9.23291,305.531
9,10,200,0.8,1.2,1000,10.8702,306.251
9,10,200,0.8,1.2,1000,13.7284,307.485
9,10,200,0.8,1.2,1000,12.6944,312.753
9,10,200,0.8,1.2,1000,11.4248,318.437
9,10,200,0.8,1.2,1000,12.8752,304.937
9,10,200,0.8,1.2,1000,10.5112,305.849
9,10,200,0.8,1.2,1000,11.7298,307.44
9,10,200,0.8,1.2,1000,11.2301,337.841
9,10,200,0.8,1.2,1000,11.3575,305.087
9,10,200,0.8,1.2,1000,7.79742,307.361
9,10,200,0.8,1.2,1000,10.5021,305.374
9,10,200,0.8,1.2,1000,13.9513,305.373
9,10,200,0.8,1.2,1000,7.04678,306.744
9,10,200,0.8,1.2,1000,13.9694,306.474
9,10,200,0.8,1.2,1000,10.0971,305.767
10,10,200,0.8,1.2,1000,-4871.05,157.179
10,10,200,0.8,1.2,1000,-3827.45,157.039
10,10,200,0.8,1.2,1000,-5050,157.142
10,10,200,0.8,1.2,1000,-4678.23,158.526
10,10,200,0.8,1.2,1000,-4227.73,157.278
10,10,200,0.8,1.2,1000,-4542.19,159.071
10,10,200,0.8,1.2,1000,-4325.42,166.757
10,10,200,0.8,1.2,1000,-4215.12,166.176
10,10,200,0.8,1.2,1000,-4009.54,157.588
10,10,200,0.8,1.2,1000,-4141.61,156.588
10,10,200,0.8,1.2,1000,-4347.89,157.605
10,10,200,0.8,1.2,1000,-3876.67,176.867
10,10,200,0.8,1.2,1000,-4781,158.593
10,10,200,0.8,1.2,1000,-5075.4,156.161
10,10,200,0.8,1.2,1000,-3371.14,157.574
10,10,200,0.8,1.2,1000,-4538.6,157.023
10,10,200,0.8,1.2,1000,-3551.29,157.973
10,10,200,0.8,1.2,1000,-4723.12,156.42
10,10,200,0.8,1.2,1000,-3272.78,156.803
10,10,200,0.8,1.2,1000,-3996.99,159.277
10,10,200,0.8,1.2,1000,-4257.03,158.424
10,10,200,0.8,1.2,1000,-4443.92,157.846
10,10,200,0.8,1.2,1000,-4704.42,162.169
10,10,200,0.8,1.2,1000,-5013.24,157.847
10,10,200,0.8,1.2,1000,-5434.86,160.102
10,10,200,0.8,1.2,1000,-4279.85,165.625
10,10,200,0.8,1.2,1000,-4363.61,157.818
10,10,200,0.8,1.2,1000,-3090.89,162.169
10,10,200,0.8,1.2,1000,-4153.27,158.616
10,10,200,0.8,1.2,1000,-4467.98,156.929
