strategy,problem,dim,best_fitness,runtime_ms
9,2,20,4210.05,81.8479
9,2,20,2977.31,77.4618
9,2,20,5219.53,79.7914
9,2,20,3708.76,78.8244
9,2,20,3625.41,78.1811
9,2,20,2890.13,80.0417
9,2,20,3768.74,77.542
9,2,20,3253.19,79.3381
9,2,20,2133.07,78.3681
9,2,20,3539.17,77.0402
9,2,20,4047.51,80.2796
9,2,20,3759.85,82.6823
9,2,20,3755.87,80.8841
9,2,20,4319.13,79.2722
9,2,20,3625.56,79.1141
9,2,20,3014.46,80.5194
9,2,20,3634.27,82.4427
9,2,20,3521.82,81.17
9,2,20,3608.6,81.7268
9,2,20,3910.85,79.1634
9,2,20,4200.28,78.4431
9,2,20,3149.66,83.3544
9,2,20,3578.63,77.2209
9,2,20,3525.64,82.0899
9,2,20,3626.97,79.4812
9,2,20,3287.92,78.724
9,2,20,3321,79.2429
10,2,20,8380.24,82.5149
10,2,20,8250.92,83.0745
10,2,20,7082.33,81.9219
10,2,20,10565.5,82.3643
10,2,20,9088.58,84.7218
10,2,20,6411.69,82.5092
10,2,20,5907.14,83.1964
10,2,20,8412.32,81.2576
10,2,20,10279.6,81.4355
10,2,20,9304.26,81.8354
10,2,20,7381.62,82.276
10,2,20,7769.42,84.4872
10,2,20,6643.9,81.1734
10,2,20,7515.47,82.0488
10,2,20,7826.19,81.7406
10,2,20,7493.65,83.4444
10,2,20,7878.54,80.7248
10,2,20,6948.35,87.5435
10,2,20,7622.54,81.2663
10,2,20,8837.46,81.6829
10,2,20,9376.33,81.7277
10,2,20,7284.36,90.807
10,2,20,9512.38,93.8952
10,2,20,8030.62,83.371
10,2,20,7663.93,83.4217
10,2,20,8397.01,81.5356
10,2,20,9507.81,84.8718
10,2,20,8520.33,81.2878
10,2,20,4556.79,81.328
10,2,20,8573.42,80.7822
1,3,20,13.855,43.6449
1,3,20,13.0951,44.0212
1,3,20,13.3392,44.0535
1,3,20,13.4804,47.4162
1,3,20,13.3711,44.2063
1,3,20,13.2188,47.0971
1,3,20,13.1299,44.139
1,3,20,13.453,46.0914
1,3,20,12.8984,46.1768
1,3,20,12.9167,47.0931
1,3,20,10.3782,44.9612
1,3,20,12.9117,45.8727
1,3,20,12.8829,55.2067
1,3,20,13.1713,45.8746
1,3,20,13.9379,44.8092
1,3,20,13.4505,47.0061
1,3,20,13.184,44.2376
1,3,20,12.441,45.3074
1,3,20,13.3797,47.5702
1,3,20,13.2463,44.7085
1,3,20,13.8269,46.9996
1,3,20,10.9608,43.7735
1,3,20,12.2608,44.2962
1,3,20,11.5826,44.1207
1,3,20,13.21,48.4154
1,3,20,13.4088,44.913
1,3,20,12.9368,43.764
1,3,20,13.6957,43.6847
1,3,20,15.4993,48.2405
1,3,20,12.9896,45.8967
2,3,20,20.0474,47.2059
2,3,20,19.8359,45.3264
2,3,20,27.2479,48.4515
2,3,20,21.7415,43.5598
2,3,20,23.9196,45.8004
2,3,20,19.2378,50.0289
2,3,20,28.1104,44.5723
2,3,20,24.3955,46.9623
2,3,20,21.4441,44.7446
2,3,20,18.3893,46.5856
2,3,20,20.6047,44.3152
2,3,20,26.2448,44.508
2,3,20,19.1206,44.7666
2,3,20,46.6207,44.8047
2,3,20,19.1904,46.5054
2,3,20,22.6396,44.8149
2,3,20,17.88,48.6239
2,3,20,18.6884,45.7463
2,3,20,26.9637,78.4748
2,3,20,19.4503,48.3781
2,3,20,24.745,46.4233
2,3,20,17.8999,46.2654
2,3,20,24.2589,49.1401
2,3,20,22.096,44.486
2,3,20,20.2768,47.2713
2,3,20,20.7291,44.8635
2,3,20,22.2824,46.1047
2,3,20,22.8506,46.104
2,3,20,17.8301,45.7995
2,3,20,19.754,46.1279
3,3,20,14.083,44.942
3,3,20,14.461,49.8289
3,3,20,14.0867,44.8251
3,3,20,14.3636,44.3305
3,3,20,14.4724,49.7339
3,3,20,16.2916,44.8364
3,3,20,14.1165,47.7347
3,3,20,14.1874,44.763
3,3,20,15.3905,46.0056
3,3,20,14.201,45.3817
3,3,20,14.1079,45.8313
3,3,20,13.4407,51.349
3,3,20,14.5592,48.6067
3,3,20,14.249,57.4815
3,3,20,12.8402,48.7011
3,3,20,13.162,50.2057
3,3,20,12.7525,44.7935
3,3,20,14.8097,44.039
3,3,20,14.1986,49.7367
3,3,20,15.4803,44.3816
3,3,20,12.9327,46.9296
3,3,20,14.8678,44.7175
3,3,20,14.4533,45.4284
3,3,20,15.1933,45.4889
3,3,20,14.4783,44.9321
3,3,20,13.1213,44.932
3,3,20,13.4486,49.4211
3,3,20,14.2645,43.9542
3,3,20,13.5391,44.9221
3,3,20,13.8753,44.5116
4,3,20,50.9333,47.1799
4,3,20,32.5505,48.6441
4,3,20,37.0567,46.6658
4,3,20,31.0949,46.107
4,3,20,37.6766,48.9964
4,3,20,37.0123,46.2278
4,3,20,34.9662,48.1826
4,3,20,41.861,46.0973
4,3,20,42.0021,46.4693
4,3,20,38.6873,47.7633
4,3,20,59.3396,47.0545
4,3,20,24.7928,49.7785
4,3,20,38.7239,46.8013
4,3,20,36.7756,47.7491
4,3,20,25.1207,46.2151
4,3,20,55.9043,45.8772
4,3,20,25.3195,47.6226
4,3,20,31.4788,47.8899
4,3,20,29.6689,45.6729
4,3,20,29.0338,48.351
4,3,20,27.4247,45.3425
4,3,20,27.9753,46.2946
4,3,20,35.1583,49.3955
4,3,20,34.4941,46.3567
4,3,20,35.5611,47.6143
4,3,20,28.677,46.5078
4,3,20,29.4076,46.8618
4,3,20,46.7452,49.2653
4,3,20,45.5425,46.1631
4,3,20,33.44,47.9767
5,3,20,80.1051,49.473
5,3,20,66.3878,52.3122
5,3,20,56.8317,48.3871
5,3,20,59.1022,50.1245
5,3,20,50.3052,50.6424
5,3,20,89.2601,50.0505
5,3,20,101.114,48.9618
5,3,20,93.3372,52.4723
5,3,20,70.4838,47.42
5,3,20,88.3699,50.4115
5,3,20,94.2098,49.2732
5,3,20,73.4327,49.8749
5,3,20,67.8869,49.4643
5,3,20,76.6936,49.1036
5,3,20,70.5693,50.3086
5,3,20,71.7316,47.9214
5,3,20,48.6947,52.3496
5,3,20,78.643,49.0626
5,3,20,47.9858,51.936
5,3,20,53.9718,47.9319
5,3,20,48.0438,51.4456
5,3,20,48.8866,47.995
5,3,20,67.273,53.4495
5,3,20,72.0633,48.1774
5,3,20,115.955,51.0485
5,3,20,37.5098,49.4452
5,3,20,73.2789,51.7044
5,3,20,56.1695,49.0018
5,3,20,90.7874,53.344
5,3,20,42.691,49.7529
6,3,20,42.006,76.2245
6,3,20,54.7406,79.6209
6,3,20,53.2305,80.2591
6,3,20,50.2265,95.543
6,3,20,381.453,82.7353
6,3,20,53.952,78.5044
6,3,20,128.541,79.5475
6,3,20,470.725,80.9868
6,3,20,106.656,80.2746
6,3,20,27.3701,77.0549
6,3,20,120.762,74.85
6,3,20,167.586,79.5635
6,3,20,21.5383,77.7531
6,3,20,101.506,76.057
6,3,20,81.7452,77.2114
6,3,20,58.9848,74.8086
6,3,20,203.699,75.7318
6,3,20,22.106,77.0732
6,3,20,43.1986,77.6337
6,3,20,42.2145,79.3495
6,3,20,88.3727,75.2675
6,3,20,102.324,79.9682
6,3,20,24.7868,75.1341
6,3,20,214.869,77.7682
6,3,20,119.779,77.6089
6,3,20,202.307,75.8062
6,3,20,28.0359,76.0581
6,3,20,51.5025,77.661
6,3,20,308.836,75.1114
6,3,20,23.8492,79.4171
7,3,20,451919,78.3349
7,3,20,324386,77.6363
7,3,20,421156,78.097
7,3,20,212908,74.9153
7,3,20,529514,78.6058
7,3,20,258973,95.4968
7,3,20,451944,85.499
7,3,20,476054,79.3479
7,3,20,378022,77.5949
7,3,20,265100,88.8311
7,3,20,478928,79.0323
7,3,20,352603,79.9588
7,3,20,423066,77.7982
7,3,20,287476,77.3375
7,3,20,272553,80.666
7,3,20,526978,78.3025
7,3,20,670297,77.5882
7,3,20,318879,77.5318
7,3,20,305684,78.3114
7,3,20,466419,78.5704
7,3,20,351865,78.6601
7,3,20,446046,76.7846
7,3,20,407961,80.5909
7,3,20,547482,78.1043
7,3,20,325046,76.597
7,3,20,378840,79.4183
7,3,20,210214,78.5438
7,3,20,353281,78.9308
7,3,20,489517,89.6495
7,3,20,218188,89.2379
8,3,20,20.7132,80.3584
8,3,20,23.3363,77.5932
8,3,20,213.191,80.4779
8,3,20,21.6809,76.0076
8,3,20,25.1884,79.9105
8,3,20,22.7051,75.9207
8,3,20,32.5131,79.7118
8,3,20,24.8791,80.0167
8,3,20,34.5785,77.8489
8,3,20,22.2981,75.9084
8,3,20,122.631,77.278
8,3,20,87.1729,76.3202
8,3,20,21.4542,77.4288
8,3,20,20.42,80.1874
8,3,20,29.0121,77.7193
8,3,20,21.6958,77.2403
8,3,20,40.4285,77.8121
8,3,20,30.5788,78.673
8,3,20,226.125,78.141
8,3,20,237.437,78.8111
8,3,20,18.7025,76.8325
8,3,20,17.4466,78.3305
8,3,20,26.7473,76.2153
8,3,20,22.2149,78.9698
8,3,20,66.8912,76.7893
8,3,20,20.1408,78.7572
8,3,20,266.753,78.1966
8,3,20,261.724,80.9533
8,3,20,21.0296,78.2134
8,3,20,22.0233,77.8398
9,3,20,2.55392e+008,80.7716
9,3,20,3.56811e+008,81.7298
9,3,20,1.78185e+008,80.3902
9,3,20,3.30848e+008,81.6161
9,3,20,3.9592e+008,79.9751
9,3,20,2.37338e+008,79.0757
9,3,20,3.54859e+008,83.9297
9,3,20,4.15179e+008,80.4782
9,3,20,2.69214e+008,78.4786
9,3,20,4.92926e+008,82.2485
9,3,20,4.71439e+008,78.916
9,3,20,3.31846e+008,81.0858
9,3,20,4.1957e+008,80.0178
9,3,20,3.54323e+008,81.6979
9,3,20,5.04038e+008,81.6754
9,3,20,4.9533e+008,80.0332
9,3,20,3.72673e+008,82.1021
9,3,20,3.62365e+008,83.382
9,3,20,2.17514e+008,80.5716
9,3,20,4.45049e+008,81.0335
9,3,20,2.7051e+008,80.8984
9,3,20,3.91386e+008,79.3665
9,3,20,4.14625e+008,83.4083
9,3,20,3.58659e+008,90.2866
9,3,20,2.73938e+008,86.3446
